Change_log	Original_gene_name	Original_transcript_ID	Original_transcript_name	Original_protein_accession	OGSv0_ID	MCOTv1.1	Dmel		
replaced by Apollo model: merge	103521262	XM_008486371.1	XM_008486371.1	XP_008484593.1	Dcitr18839.1	MCOT01852.0.CC	
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18831.1		
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18830.1	MCOT01523.0.CT	
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18827.1	MCOT20139.2.CO	
replaced by Apollo model: merge	103521864	XM_008486971.1	XM_008486971.1	XP_008485193.1	Dcitr18826.1		FBpp0083897
replaced by Apollo model: merge	103521862	XM_008486970.1	XM_008486970.1	XP_008485192.1	Dcitr18826.1		FBpp0083897
replaced by Apollo model: merge	103521866	XM_008486972.1	XM_008486972.1	XP_008485194.1	Dcitr18826.1		FBpp0083897
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18819.1	MCOT13871.0.CT	
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18818.1		
replaced by Apollo model: merge	103522878	XM_008487965.1	XM_008487965.1	XP_008486187.1	Dcitr18814.1		
replaced by Apollo model: merge	103522879	XM_008487966.1	XM_008487966.1	XP_008486188.1	Dcitr18814.1		
replaced by Apollo model: merge	103523061	XM_008488137.1	XM_008488137.1	XP_008486359.1	Dcitr18813.1		
replaced by Apollo model: merge	103523060	XM_008488136.1	XM_008488136.1	XP_008486358.1	Dcitr18813.1		
replaced by Apollo model: merge	103523062	XM_008488138.1	XM_008488138.1	XP_008486360.1	Dcitr18813.1		
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18810.1	MCOT16402.0.CT	
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18807.1		
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18803.1	MCOT10242.0.OO	
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18802.1		
replaced by Apollo model: merge	103523779	XM_008488794.1	XM_008488794.1	XP_008487016.1	Dcitr18800.1	MCOT09616.0.MT	
replaced by Apollo model: merge	103523778	XM_008488793.1	XM_008488793.1	XP_008487015.1	Dcitr18800.1	MCOT09616.0.MT	
newly added Apollo model: add	NA	NA	NA	NA	Dcitr18796.1		
no change - only ID and name update	103518009	XM_008483060.1	XM_008483060.1	XP_008481282.1	Dcitr05125.1	MCOT18416.0.CC	
no change - only ID and name update	103509324	XM_008473934.1	XM_008473934.1	XP_008472156.1	Dcitr12375.1		
no change - only ID and name update	103523256	XM_008488316.1	XM_008488316.1	XP_008486538.1	Dcitr00726.1		
no change - only ID and name update	103510229	XM_008474876.1	XM_008474876.1	XP_008473098.1	Dcitr11626.1	MCOT18574.3.CC	
no change - only ID and name update	103507412	XM_008471882.1	XM_008471882.1	XP_008470104.1	Dcitr13961.1	MCOT02925.3.CT	FBpp0291789
no change - only ID and name update	103512986	XM_008477796.1	XM_008477796.1	XP_008476018.1	Dcitr09347.1	MCOT15118.2.CC	
no change - only ID and name update	103511157	XM_008475875.1	XM_008475875.1	XP_008474097.1	Dcitr10860.1	MCOT04809.0.CC	FBpp0293113
no change - only ID and name update	103507720	XM_008472221.1	XM_008472221.1	XP_008470443.1	Dcitr13709.1		
no change - only ID and name update	103514952	XM_008479869.1	XM_008479869.1	XP_008478091.1	Dcitr07690.1	MCOT09668.0.MM	FBpp0300666
no change - only ID and name update	103517118	XM_008482138.1	XM_008482138.1	XP_008480360.1	Dcitr05879.1	MCOT19665.0.CT	FBpp0305767
no change - only ID and name update	103511167	XM_008475886.1	XM_008475886.1	XP_008474108.1	Dcitr10843.1		FBpp0306074
no change - only ID and name update	103511595	XM_008476323.1	XM_008476323.1	XP_008474545.1	Dcitr10492.1		FBpp0352249
no change - only ID and name update	103509267	XM_008473862.1	XM_008473862.1	XP_008472084.1	Dcitr12431.1	MCOT01935.1.CC	FBpp0074996
no change - only ID and name update	103524255	XM_008489263.1	XM_008489263.1	XP_008487485.1	Dcitr16827.1	MCOT01298.1.CT	FBpp0072456
no change - only ID and name update	103520516	XM_008485617.1	XM_008485617.1	XP_008483839.1	Dcitr17198.1	MCOT18213.0.CT	FBpp0310926
no change - only ID and name update	103516489	XM_008481454.1	XM_008481454.1	XP_008479676.1	Dcitr06415.1		
no change - only ID and name update	103524360	XM_008489372.1	XM_008489372.1	XP_008487594.1	Dcitr16696.1	MCOT20219.0.CO	
no change - only ID and name update	103520589	XM_008485688.1	XM_008485688.1	XP_008483910.1	Dcitr02971.1	MCOT11250.0.MT	
no change - only ID and name update	103524471	XM_008489491.1	XM_008489491.1	XP_008487713.1	Dcitr18567.1		FBpp0086555
no change - only ID and name update	103510529	XM_008475203.1	XM_008475203.1	XP_008473425.1	Dcitr11392.1	MCOT01311.5.CC	
no change - only ID and name update	103521626	XM_008486736.1	XM_008486736.1	XP_008484958.1	Dcitr02087.1		
no change - only ID and name update	103513752	XM_008478601.1	XM_008478601.1	XP_008476823.1	Dcitr08705.1	MCOT13464.0.CO	FBpp0076091
no change - only ID and name update	103507635	XM_008472130.1	XM_008472130.1	XP_008470352.1	Dcitr13788.1		FBpp0088884
replaced by Apollo model: simple replacement	103515687	XM_008480625.1	XM_008480625.1	XP_008478847.1	Dcitr19295.1	MCOT14378.1.CC	
no change - only ID and name update	103516636	XM_008481614.1	XM_008481614.1	XP_008479836.1	Dcitr06283.1	MCOT14425.0.CC	
no change - only ID and name update	103511723	XM_008476459.1	XM_008476459.1	XP_008474681.1	Dcitr10380.1	MCOT04957.0.CO	FBpp0112333
no change - only ID and name update	103508952	XM_008473539.1	XM_008473539.1	XP_008471761.1	Dcitr12693.1	MCOT17399.0.CO	
no change - only ID and name update	103507937	XM_008472456.1	XM_008472456.1	XP_008470678.1	Dcitr13517.1	MCOT01366.3.CC	FBpp0310670
no change - only ID and name update	103507589	XM_008472080.1	XM_008472080.1	XP_008470302.1	Dcitr13816.1	MCOT05740.1.CO	FBpp0303419
no change - only ID and name update	103506764	XM_008471164.1	XM_008471164.1	XP_008469386.1	Dcitr14517.1		
no change - only ID and name update	103505131	XM_008469441.1	XM_008469441.1	XP_008467663.1	Dcitr15852.1	MCOT19881.2.CC	
no change - only ID and name update	103511171	XM_008475893.1	XM_008475893.1	XP_008474115.1	Dcitr17991.1	MCOT12551.1.CC	FBpp0293612
no change - only ID and name update	103524813	XM_008489847.1	XM_008489847.1	XP_008488069.1	Dcitr16315.1	MCOT14016.0.CO	FBpp0078775
no change - only ID and name update	103509470	XM_008474092.1	XM_008474092.1	XP_008472314.1	Dcitr12259.1	MCOT02575.1.CC	FBpp0306027
no change - only ID and name update	103509757	XM_008474385.1	XM_008474385.1	XP_008472607.1	Dcitr12024.1	MCOT17176.0.CO	
no change - only ID and name update	103518260	XM_008483323.1	XM_008483323.1	XP_008481545.1	Dcitr17391.1	MCOT05345.0.CO	
no change - only ID and name update	103515337	XM_008480278.1	XM_008480278.1	XP_008478500.1	Dcitr07366.1	MCOT20363.0.CO	FBpp0075348
no change - only ID and name update	103518713	XM_008483795.1	XM_008483795.1	XP_008482017.1	Dcitr04529.1	MCOT07556.0.MM	FBpp0303038
no change - only ID and name update	103518302	XM_008483364.1	XM_008483364.1	XP_008481586.1	Dcitr04889.1	MCOT12159.0.CT	
no change - only ID and name update	103512316	XM_008477079.1	XM_008477079.1	XP_008475301.1	Dcitr17883.1	MCOT22609.1.CC	
no change - only ID and name update	103523636	XM_008488668.1	XM_008488668.1	XP_008486890.1	Dcitr16924.1	MCOT14454.2.CC	
no change - only ID and name update	103520991	XM_008486093.1	XM_008486093.1	XP_008484315.1	Dcitr02628.1	MCOT10917.0.MM	
no change - only ID and name update	103512392	XM_008477153.1	XM_008477153.1	XP_008475375.1	Dcitr09848.1	MCOT00516.2.CC	FBpp0290554
no change - only ID and name update	103508735	XM_008473308.1	XM_008473308.1	XP_008471530.1	Dcitr12867.1	MCOT00192.2.CC	FBpp0271898
no change - only ID and name update	103514214	XM_008479080.1	XM_008479080.1	XP_008477302.1	Dcitr08320.1		FBpp0083677
no change - only ID and name update	103519483	XM_008484570.1	XM_008484570.1	XP_008482792.1	Dcitr03901.1	MCOT20545.0.CT	
no change - only ID and name update	103519829	XM_008484917.1	XM_008484917.1	XP_008483139.1	Dcitr03613.1	MCOT19543.0.CC	
no change - only ID and name update	103510846	XM_008475545.1	XM_008475545.1	XP_008473767.1	Dcitr11113.1	MCOT20822.1.CO	FBpp0086051
no change - only ID and name update	103524914	XM_008489958.1	XM_008489958.1	XP_008488180.1	Dcitr16247.1	MCOT14005.0.CT	FBpp0305235
no change - only ID and name update	103518941	XM_008484023.1	XM_008484023.1	XP_008482245.1	Dcitr04346.1		
no change - only ID and name update	103523382	XM_008488433.1	XM_008488433.1	XP_008486655.1	Dcitr00630.1		
no change - only ID and name update	103514501	XM_008479386.1	XM_008479386.1	XP_008477608.1	Dcitr08069.1	MCOT21568.2.CO	FBpp0087867
no change - only ID and name update	103517452	XM_008482486.1	XM_008482486.1	XP_008480708.1	Dcitr05596.1	MCOT09563.0.MT	FBpp0083284
no change - only ID and name update	103520134	XM_008485232.1	XM_008485232.1	XP_008483454.1	Dcitr03351.1		
no change - only ID and name update	103522133	XM_008487237.1	XM_008487237.1	XP_008485459.1	Dcitr01658.1	MCOT22049.0.CC	
no change - only ID and name update	103504933	XM_008469236.1	XM_008469236.1	XP_008467458.1	Dcitr16027.1		FBpp0311495
no change - only ID and name update	103525056	XM_008490103.1	XM_008490103.1	XP_008488325.1	Dcitr16122.1		
no change - only ID and name update	103521799	XM_008486908.1	XM_008486908.1	XP_008485130.1	Dcitr17091.1		
no change - only ID and name update	103520948	XM_008486046.1	XM_008486046.1	XP_008484268.1	Dcitr02665.1	MCOT09362.0.MT	FBpp0305105
no change - only ID and name update	103507033	XM_008471464.1	XM_008471464.1	XP_008469686.1	Dcitr14272.1		
no change - only ID and name update	103520405	XM_008485494.1	XM_008485494.1	XP_008483716.1	Dcitr03129.1		
no change - only ID and name update	103519520	XM_008484607.1	XM_008484607.1	XP_008482829.1	Dcitr03871.1	MCOT11145.0.TT	
no change - only ID and name update	103520450	XM_008485544.1	XM_008485544.1	XP_008483766.1	Dcitr03090.1		FBpp0084172
no change - only ID and name update	103514485	XM_008479370.1	XM_008479370.1	XP_008477592.1	Dcitr08083.1	MCOT16033.2.CC	FBpp0291729
no change - only ID and name update	103517844	XM_008482893.1	XM_008482893.1	XP_008481115.1	Dcitr05263.1	MCOT20697.0.CT	
no change - only ID and name update	103505500	XM_008469841.1	XM_008469841.1	XP_008468063.1	Dcitr18504.1		
no change - only ID and name update	103517628	XM_008482668.1	XM_008482668.1	XP_008480890.1	Dcitr05447.1	MCOT18286.2.CC	FBpp0304456
no change - only ID and name update	103511385	XM_008476108.1	XM_008476108.1	XP_008474330.1	Dcitr10667.1	MCOT02239.0.CC	
no change - only ID and name update	103516655	XM_008481637.1	XM_008481637.1	XP_008479859.1	Dcitr06270.1	MCOT02966.0.CC	
no change - only ID and name update	103514692	XM_008479587.1	XM_008479587.1	XP_008477809.1	Dcitr07910.1	MCOT03433.1.CC	
no change - only ID and name update	103519304	XM_008484384.1	XM_008484384.1	XP_008482606.1	Dcitr04049.1	MCOT21392.0.CT	
no change - only ID and name update	103506579	XM_008470975.1	XM_008470975.1	XP_008469197.1	Dcitr14663.1	MCOT13433.1.CC	FBpp0304043
no change - only ID and name update	103513114	XM_008477923.1	XM_008477923.1	XP_008476145.1	Dcitr09246.1	MCOT01982.0.CT	FBpp0300826
no change - only ID and name update	103512658	XM_008477433.1	XM_008477433.1	XP_008475655.1	Dcitr09623.1	MCOT19775.4.CC	FBpp0306919
replaced by Apollo model: simple replacement	103512189	XM_008476945.1	XM_008476945.1	XP_008475167.1	Dcitr19046.1		FBpp0083221
no change - only ID and name update	103513125	XM_008477936.1	XM_008477936.1	XP_008476158.1	Dcitr09237.1	MCOT03695.2.CC	
no change - only ID and name update	103515662	XM_008480601.1	XM_008480601.1	XP_008478823.1	Dcitr07106.1	MCOT20518.0.CC	
no change - only ID and name update	103518827	XM_008483910.1	XM_008483910.1	XP_008482132.1	Dcitr04434.1	MCOT06264.0.CO	
no change - only ID and name update	103507868	XM_008472383.1	XM_008472383.1	XP_008470605.1	Dcitr13594.1	MCOT14683.0.CO	FBpp0099494
no change - only ID and name update	103522658	XM_008487757.1	XM_008487757.1	XP_008485979.1	Dcitr17014.1	MCOT02611.1.CC	FBpp0292145
no change - only ID and name update	103522695	XM_008487789.1	XM_008487789.1	XP_008486011.1	Dcitr01182.1	MCOT02931.0.CO	
no change - only ID and name update	103512178	XM_008476934.1	XM_008476934.1	XP_008475156.1	Dcitr10014.1	MCOT17084.1.CC	
no change - only ID and name update	103523208	XM_008488272.1	XM_008488272.1	XP_008486494.1	Dcitr00765.1		FBpp0083070
no change - only ID and name update	103523284	XM_008488342.1	XM_008488342.1	XP_008486564.1	Dcitr00703.1	MCOT23307.0.CO	FBpp0291325
no change - only ID and name update	103524241	XM_008489248.1	XM_008489248.1	XP_008487470.1	Dcitr16811.1	MCOT18198.1.CO	FBpp0081644
no change - only ID and name update	103524415	XM_008489431.1	XM_008489431.1	XP_008487653.1	Dcitr16654.1		
no change - only ID and name update	103518579	XM_008483654.1	XM_008483654.1	XP_008481876.1	Dcitr04648.1		FBpp0099946
no change - only ID and name update	103506060	XM_008470442.1	XM_008470442.1	XP_008468664.1	Dcitr15097.1		FBpp0293599
no change - only ID and name update	103523585	XM_008488618.1	XM_008488618.1	XP_008486840.1	Dcitr00470.1		
no change - only ID and name update	103513190	XM_008478000.1	XM_008478000.1	XP_008476222.1	Dcitr09190.1		FBpp0074615
no change - only ID and name update	103517280	XM_008482303.1	XM_008482303.1	XP_008480525.1	Dcitr05744.1	MCOT12990.0.CC	
no change - only ID and name update	103510177	XM_008474826.1	XM_008474826.1	XP_008473048.1	Dcitr18087.1		
no change - only ID and name update	103517756	XM_008482802.1	XM_008482802.1	XP_008481024.1	Dcitr05340.1		FBpp0290640
no change - only ID and name update	103511920	XM_008476664.1	XM_008476664.1	XP_008474886.1	Dcitr10232.1		FBpp0290701
no change - only ID and name update	103514775	XM_008479680.1	XM_008479680.1	XP_008477902.1	Dcitr17700.1	MCOT19572.0.CO	
no change - only ID and name update	103508060	XM_008472594.1	XM_008472594.1	XP_008470816.1	Dcitr13431.1		
no change - only ID and name update	103505010	XM_008469317.1	XM_008469317.1	XP_008467539.1	Dcitr15958.1	MCOT18034.3.CC	
no change - only ID and name update	103505474	XM_008469808.1	XM_008469808.1	XP_008468030.1	Dcitr15596.1	MCOT16248.0.CC	FBpp0308273
no change - only ID and name update	103519940	XM_008485029.1	XM_008485029.1	XP_008483251.1	Dcitr03521.1	MCOT04522.0.CT	FBpp0311225
no change - only ID and name update	103515148	XM_008480071.1	XM_008480071.1	XP_008478293.1	Dcitr07523.1	MCOT02245.0.CC	
no change - only ID and name update	103524393	XM_008489405.1	XM_008489405.1	XP_008487627.1	Dcitr16691.1	MCOT20164.1.CC	FBpp0307374
no change - only ID and name update	103518235	XM_008483295.1	XM_008483295.1	XP_008481517.1	Dcitr04941.1	MCOT12420.0.CO	FBpp0292857
no change - only ID and name update	103516647	XM_008481629.1	XM_008481629.1	XP_008479851.1	Dcitr06273.1	MCOT05836.0.CO	
no change - only ID and name update	103512409	XM_008477172.1	XM_008477172.1	XP_008475394.1	Dcitr09829.1	MCOT14939.1.CC	FBpp0290749
no change - only ID and name update	103504944	XM_008469248.1	XM_008469248.1	XP_008467470.1	Dcitr16023.1	MCOT13447.1.CT	FBpp0304215
no change - only ID and name update	103520945	XM_008486043.1	XM_008486043.1	XP_008484265.1	Dcitr02668.1	MCOT22907.0.CT	FBpp0087711
no change - only ID and name update	103518081	XM_008483136.1	XM_008483136.1	XP_008481358.1	Dcitr05064.1		
no change - only ID and name update	103505251	XM_008469575.1	XM_008469575.1	XP_008467797.1	Dcitr15768.1	MCOT16505.2.CT	
no change - only ID and name update	103515426	XM_008480366.1	XM_008480366.1	XP_008478588.1	Dcitr07291.1	MCOT17718.2.CC	FBpp0288890
no change - only ID and name update	103513654	XM_008478498.1	XM_008478498.1	XP_008476720.1	Dcitr08786.1	MCOT16370.1.CO	FBpp0077654
no change - only ID and name update	103515782	XM_008480725.1	XM_008480725.1	XP_008478947.1	Dcitr07009.1		FBpp0074558
no change - only ID and name update	103508196	XM_008472728.1	XM_008472728.1	XP_008470950.1	Dcitr13316.1	MCOT20483.2.CC	FBpp0072564
no change - only ID and name update	103514019	XM_008478885.1	XM_008478885.1	XP_008477107.1	Dcitr08479.1	MCOT19375.0.CT	FBpp0292906
no change - only ID and name update	103507060	XM_008471499.1	XM_008471499.1	XP_008469721.1	Dcitr14258.1	MCOT15101.0.CO	FBpp0307742
no change - only ID and name update	103516597	XM_008481570.1	XM_008481570.1	XP_008479792.1	Dcitr06317.1	MCOT22213.0.CC	
no change - only ID and name update	103521691	XM_008486799.1	XM_008486799.1	XP_008485021.1	Dcitr02031.1		
no change - only ID and name update	103514947	XM_008479864.1	XM_008479864.1	XP_008478086.1	Dcitr07693.1	MCOT02375.1.CT	
no change - only ID and name update	103514228	XM_008479098.1	XM_008479098.1	XP_008477320.1	Dcitr08307.1	MCOT12080.1.CC	
no change - only ID and name update	103510303	XM_008474953.1	XM_008474953.1	XP_008473175.1	Dcitr11588.1	MCOT20034.1.CC	
no change - only ID and name update	103515406	XM_008480350.1	XM_008480350.1	XP_008478572.1	Dcitr17625.1	MCOT19223.0.CT	FBpp0300990
no change - only ID and name update	103523437	XM_008488479.1	XM_008488479.1	XP_008486701.1	Dcitr00591.1		
no change - only ID and name update	103523290	XM_008488348.1	XM_008488348.1	XP_008486570.1	Dcitr00698.1		FBpp0311512
replaced by Apollo model: simple replacement	103512582	XM_008477357.1	XM_008477357.1	XP_008475579.1	Dcitr19028.1		FBpp0087399
no change - only ID and name update	103508526	XM_008473082.1	XM_008473082.1	XP_008471304.1	Dcitr13048.1	MCOT14373.1.CT	FBpp0297101
no change - only ID and name update	103520723	XM_008485823.1	XM_008485823.1	XP_008484045.1	Dcitr02858.1		
no change - only ID and name update	103522218	XM_008487320.1	XM_008487320.1	XP_008485542.1	Dcitr01585.1	MCOT12521.0.CO	FBpp0073718
no change - only ID and name update	103510732	XM_008475419.1	XM_008475419.1	XP_008473641.1	Dcitr11219.1	MCOT16830.2.CC	
no change - only ID and name update	103517922	XM_008482971.1	XM_008482971.1	XP_008481193.1	Dcitr05193.1	MCOT17494.0.CT	
no change - only ID and name update	103508926	XM_008473507.1	XM_008473507.1	XP_008471729.1	Dcitr12705.1	MCOT22431.0.CO	FBpp0077750
no change - only ID and name update	103513373	XM_008478196.1	XM_008478196.1	XP_008476418.1	Dcitr09023.1	MCOT04707.1.CC	FBpp0099945
no change - only ID and name update	103510935	XM_008475643.1	XM_008475643.1	XP_008473865.1	Dcitr18009.1	MCOT06541.1.CC	FBpp0289294
no change - only ID and name update	103514750	XM_008479654.1	XM_008479654.1	XP_008477876.1	Dcitr07865.1	MCOT18335.0.CT	FBpp0302926
no change - only ID and name update	103515241	XM_008480170.1	XM_008480170.1	XP_008478392.1	Dcitr07451.1	MCOT16921.2.CC	
no change - only ID and name update	103514535	XM_008479430.1	XM_008479430.1	XP_008477652.1	Dcitr08044.1	MCOT21671.0.CO	FBpp0290667
no change - only ID and name update	103504920	XM_008469220.1	XM_008469220.1	XP_008467442.1	Dcitr16045.1		FBpp0311072
no change - only ID and name update	103513191	XM_008478001.1	XM_008478001.1	XP_008476223.1	Dcitr09191.1	MCOT12865.1.CC	FBpp0306775
no change - only ID and name update	103516559	XM_008481531.1	XM_008481531.1	XP_008479753.1	Dcitr06351.1	MCOT06127.0.CO	
no change - only ID and name update	103506562	XM_008470957.1	XM_008470957.1	XP_008469179.1	Dcitr14683.1	MCOT17775.2.CC	
no change - only ID and name update	103507842	XM_008472359.1	XM_008472359.1	XP_008470581.1	Dcitr13615.1		FBpp0293496
no change - only ID and name update	103515699	XM_008480633.1	XM_008480633.1	XP_008478855.1	Dcitr07080.1	MCOT13862.2.CC	
no change - only ID and name update	103508142	XM_008472677.1	XM_008472677.1	XP_008470899.1	Dcitr13357.1	MCOT17488.0.CO	FBpp0075119
replaced by Apollo model: simple replacement	103525008	XM_008490052.1	XM_008490052.1	XP_008488274.1	Dcitr19256.1	MCOT00886.1.CC	
no change - only ID and name update	103515682	XM_008480619.1	XM_008480619.1	XP_008478841.1	Dcitr07090.1	MCOT16093.1.CO	
no change - only ID and name update	103513955	XM_008478813.1	XM_008478813.1	XP_008477035.1	Dcitr08535.1	MCOT13384.1.CT	
no change - only ID and name update	103511126	XM_008475839.1	XM_008475839.1	XP_008474061.1	Dcitr10893.1	MCOT23004.0.CT	
no change - only ID and name update	103509381	XM_008473993.1	XM_008473993.1	XP_008472215.1	Dcitr12331.1	MCOT03546.2.CC	FBpp0075398
no change - only ID and name update	103511919	XM_008476663.1	XM_008476663.1	XP_008474885.1	Dcitr10231.1	MCOT18070.2.CC	FBpp0311942
no change - only ID and name update	103522717	XM_008487842.1	XM_008487842.1	XP_008486064.1	Dcitr18654.1	MCOT22433.3.CO	
no change - only ID and name update	103517593	XM_008482637.1	XM_008482637.1	XP_008480859.1	Dcitr05480.1	MCOT20671.7.CT	
no change - only ID and name update	103505160	XM_008469471.1	XM_008469471.1	XP_008467693.1	Dcitr15844.1	MCOT07282.0.MO	
no change - only ID and name update	103515429	XM_008480371.1	XM_008480371.1	XP_008478593.1	Dcitr07294.1		
no change - only ID and name update	103515399	XM_008480339.1	XM_008480339.1	XP_008478561.1	Dcitr07315.1	MCOT00856.0.CT	
no change - only ID and name update	103513588	XM_008478433.1	XM_008478433.1	XP_008476655.1	Dcitr08839.1	MCOT13817.0.CT	
no change - only ID and name update	103507392	XM_008471858.1	XM_008471858.1	XP_008470080.1	Dcitr13972.1		
no change - only ID and name update	103511713	XM_008476449.1	XM_008476449.1	XP_008474671.1	Dcitr10392.1	MCOT04939.0.CC	
no change - only ID and name update	103515132	XM_008480055.1	XM_008480055.1	XP_008478277.1	Dcitr07533.1	MCOT16924.0.CT	FBpp0311162
